user_id,day,date,weight,recommended_meal,actual_meal,calories
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,11,2025-12-07,159.64,Amaranth:162.88; Soybeans:77.42; Bok Choy:3984.23; Orange:734.68; Soybean Oil:107.42; Ricotta:148.84,Amaranth:169.42; Bok Choy:5633.15; Crab:107.76; Dragonfruit:648.66; Brazil Nuts:96.85; Evaporated Milk:196.16,2757.67
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,12,2025-12-08,159.97,Cornbread:300.22; Pinto Beans:237.54; Zucchini:2997.18; Passion Fruit:350.19; Peanuts:164.75; Cheddar:63.22,Cornbread:384.12; Pinto Beans:281.85; Zucchini:2557.44; Peach:349.32; Hemp Seeds:147.46; Evaporated Milk:78.55,2656.11
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,13,2025-12-09,161.58,Multigrain Bread:235.35; Shrimp:339.62; Carrot:1230.07; Date:119.23; Grape Seed Oil:104.59; Paneer:95.16,Multigrain Bread:222.91; Grape Seed Oil:80.75; Paneer:90.91; Tempeh:477.64; Radicchio:927.43; Pomegranate:172.26,2790.14
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,14,2025-12-10,160.81,Kamut:168.33; Black Beans:245.58; Radicchio:2114.09; Grape:469.80; Olive Oil:100.84; Emmental:63.98,Kamut:234.96; Radicchio:1410.97; Grape:689.80; Olive Oil:86.77; Emmental:96.45; Rabbit:273.68,3199.33
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,15,2025-12-11,158.67,Cornbread:289.74; Lentils:282.60; Beetroot:1143.56; Mango:546.37; Canola Oil:101.98; Gouda:69.06,Cornbread:441.96; Lentils:195.04; Gouda:101.41; Artichoke:1076.35; Cantaloupe:692.73; Vegetable Oil:68.99,2813.64
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,16,2025-12-12,155.9,Barley:168.44; Chickpeas:207.76; Celery:3194.25; Passion Fruit:351.26; Sesame Seeds:163.52; Condensed Milk:79.61,Sesame Seeds:229.56; Condensed Milk:80.21; Granola:208.90; Tofu:228.51; Radicchio:2618.66; Cantaloupe:439.45,3482.13
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,17,2025-12-13,157.05,Corn:728.65; Split Peas:303.46; Broccoli:976.58; Pomegranate:431.42; Palm Oil:111.39; Cottage Cheese:274.04,Corn:761.68; Split Peas:394.84; Pomegranate:563.73; Palm Oil:73.58; Watercress:796.53; Brie:358.59,3524.61
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,18,2025-12-14,159.99,Hominy:513.18; Chicken Breast:211.49; Celery:3271.50; Passion Fruit:359.75; Vegetable Oil:108.56; Quark:390.63,Chicken Breast:324.68; Celery:4724.15; Quark:345.10; Brown Rice:701.88; Apple:377.48; Hemp Seeds:98.62,3043.55
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,19,2025-12-15,158.76,Freekeh:176.31; Peas:404.25; Eggplant:1964.64; Plum:711.83; Mustard Oil:101.86; Emmental:64.63,Plum:830.60; Emmental:97.55; Spelt:235.27; Chickpeas:264.27; Radish:2387.33; Olive Oil:90.86,3166.59
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,20,2025-12-16,160.62,Multigrain Bread:234.18; Chicken Breast:202.75; Radish:3136.31; Starfruit:1079.16; Pistachios:163.70; Gouda:70.48,Multigrain Bread:203.36; Chicken Breast:276.26; Radish:3460.51; Starfruit:1488.63; Gouda:103.85; Sunflower Seeds:178.42,3391.1
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,21,2025-12-17,161.88,Cornbread:282.86; Mackerel:156.12; Okra:1454.73; Kiwi:524.66; Palm Oil:99.56; Evaporated Milk:177.80,Cornbread:400.81; Rabbit:148.42; Collard Greens:1768.11; Banana:689.77; Blended Oil:96.64; Cream:172.01,3669.22
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,22,2025-12-18,159.02,Wild Rice:536.50; Goat:253.80; Pumpkin:1786.38; Lychee:469.15; Sunflower Seeds:145.81; Blue Cheese:65.79,Sunflower Seeds:147.73; Blue Cheese:68.77; Grits:304.45; Cod:233.98; Green Beans:2706.74; Honeydew:631.90,2543.56
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,23,2025-12-19,160.8,Whole Wheat Bread:232.60; Pinto Beans:229.58; Bell Pepper:1588.55; Mango:547.17; Macadamia Oil:102.13; Skim Milk:703.50,Pinto Beans:342.56; Bell Pepper:1811.48; Mango:666.66; Macadamia Oil:159.54; Polenta:243.88; Swiss Cheese:766.06,6043.06
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,24,2025-12-20,160.83,Multigrain Bread:219.80; Chickpeas:191.46; Green Beans:1519.35; Honeydew:872.22; Hemp Seeds:156.15; Emmental:61.97,Green Beans:2353.75; Honeydew:1229.81; Emmental:82.29; Polenta:235.90; Tofu:227.95; Macadamia Oil:223.74,3801.34
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,25,2025-12-21,165.61,Grits:925.84; Rabbit:180.43; Collard Greens:1463.16; Jackfruit:328.57; Olive Oil:97.10; Condensed Milk:72.93,Collard Greens:1431.78; Condensed Milk:88.73; Farro:1210.03; Pinto Beans:242.84; Cantaloupe:423.30; Poppy Seeds:125.77,6008.57
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,26,2025-12-22,167.85,Hominy:405.41; Mackerel:134.48; Swiss Chard:2176.42; Grape:399.54; Hazelnuts:120.72; Edam:57.92,Grape:501.41; Hazelnuts:180.58; Polenta:444.84; Crab:181.52; Eggplant:2670.94; Condensed Milk:70.46,2861.41
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,27,2025-12-23,167.71,Amaranth:121.35; Split Peas:218.02; Cucumber:2411.81; Grape:372.84; Poppy Seeds:134.76; Condensed Milk:60.11,Split Peas:277.13; Cucumber:3169.28; Grape:546.11; Poppy Seeds:193.21; Condensed Milk:77.21; Grits:92.96,2527.95
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,28,2025-12-24,169.54,Freekeh:137.93; Pinto Beans:179.13; Onion:960.60; Papaya:595.72; Sunflower Oil:79.69; Cottage Cheese:196.04,Pinto Beans:270.36; Papaya:433.94; Farro:178.29; Peas:1221.97; Poppy Seeds:107.87; Gouda:280.96,3735.76
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,29,2025-12-25,171.17,Wheat:124.06; Octopus:146.54; Green Beans:1162.84; Lychee:364.12; Sesame Seeds:115.34; Mozzarella:64.37,Wheat:175.38; Octopus:164.45; Green Beans:1603.85; Lychee:204.84; Sesame Seeds:174.62; Mozzarella:96.81,2768.26
1e752c92-6c4e-4c29-8fd5-8952dacb2dba,30,2025-12-26,171.83,Triticale:125.00; Green Lentils:206.90; Celery:2250.00; Passion Fruit:247.42; Pistachios:117.44; Brie:53.89,Green Lentils:147.52; Celery:3274.92; Brie:67.44; Teff:179.60; Strawberry:182.76; Vegetable Oil:77.11,2283.7
32d58bba-e74b-4280-a8e6-00867b6b2bc9,1,2025-11-27,154.21,Brown Rice:730.74; Pinto Beans:324.13; Leek:1139.75; Lychee:702.27; Coconut Oil:147.87; Skim Milk:993.21,Brown Rice:729.24; Pinto Beans:326.33; Leek:1520.04; Lychee:930.21; Olive Oil:210.15; Goat Milk:933.86,5319.35
32d58bba-e74b-4280-a8e6-00867b6b2bc9,2,2025-11-28,148.03,Sprouted Grain:656.25; Turkey:222.22; Bell Pepper:1451.61; Grape:434.78; Rice Bran Oil:93.33; Camembert:75.25,Turkey:217.02; Bell Pepper:1828.55; Camembert:85.94; Corn:805.23; Banana:545.25; Brazil Nuts:95.10,2921.28
32d58bba-e74b-4280-a8e6-00867b6b2bc9,3,2025-11-29,148.85,Quinoa:437.50; Split Peas:254.24; Mustard Greens:1666.67; Watermelon:1000.00; Sesame Oil:93.33; Cottage Cheese:229.59,Mustard Greens:1974.67; Watermelon:1142.12; Cornbread:628.91; Pork:304.99; Almonds:134.38; Cheese:211.13,4481.85
32d58bba-e74b-4280-a8e6-00867b6b2bc9,4,2025-11-30,149.56,Semolina:145.83; Haddock:333.33; Green Beans:1451.61; Mango:500.00; Palm Oil:93.33; Powdered Milk:45.36,Haddock:396.21; Rice:203.63; Mustard Greens:1820.61; Guava:323.46; Avocado Oil:92.00; Camembert:52.67,2303.58
32d58bba-e74b-4280-a8e6-00867b6b2bc9,5,2025-12-01,152.52,Semolina:145.83; Duck:89.02; Tomato:2500.00; Starfruit:967.74; Grape Seed Oil:93.33; Kefir:548.78,Starfruit:1071.09; Grape Seed Oil:129.98; Kefir:503.82; Grits:144.17; Lentils:37.77; Bell Pepper:2890.22,2712.47
32d58bba-e74b-4280-a8e6-00867b6b2bc9,6,2025-12-02,155.1,Millet:138.89; Octopus:182.93; Radicchio:1956.52; Cherry:600.00; Hemp Seeds:149.19; Ice Cream:108.70,Millet:184.77; Octopus:198.82; Radicchio:1883.50; Hemp Seeds:98.01; Ice Cream:147.38; Peach:373.30,2450.34
32d58bba-e74b-4280-a8e6-00867b6b2bc9,7,2025-12-03,150.68,Polenta:750.00; Egg:193.55; Cauliflower:1800.00; Avocado:187.50; Olive Oil:93.33; Cheddar:55.83,Cauliflower:2421.54; Brown Rice:648.83; Peas:176.48; Pear:256.84; Mustard Oil:117.05; Swiss Cheese:54.27,2862.99
32d58bba-e74b-4280-a8e6-00867b6b2bc9,8,2025-12-04,153.23,Cornbread:265.15; Crab:309.28; Mustard Greens:1666.67; Grape:434.78; Coconut Oil:95.71; Kefir:548.78,Cornbread:358.40; Crab:398.89; Coconut Oil:93.39; Carrot:2165.94; Mango:606.01; Camembert:605.09,4962.45
32d58bba-e74b-4280-a8e6-00867b6b2bc9,9,2025-12-05,151.79,Wild Rice:519.80; Crab:309.28; Zucchini:2647.06; Blackberry:697.67; Safflower Oil:93.33; Mozzarella:80.36,Zucchini:3503.57; Safflower Oil:101.17; Mozzarella:85.98; Brown Rice:499.14; Green Lentils:449.98; Plum:872.14,3207.93
32d58bba-e74b-4280-a8e6-00867b6b2bc9,10,2025-12-06,153.68,Kamut:155.79; Crab:309.28; Beetroot:1046.51; Cranberry:652.17; Sunflower Oil:93.33; Whey:833.33,Crab:398.68; Cranberry:931.30; Sunflower Oil:147.31; Farro:205.66; Cauliflower:1326.32; Cheddar:1120.17,7662.43
32d58bba-e74b-4280-a8e6-00867b6b2bc9,11,2025-12-07,158.84,Cracked Wheat:154.41; Kidney Beans:236.22; Artichoke:957.45; Guava:441.18; Mustard Oil:93.33; Condensed Milk:70.09,Mustard Oil:118.22; Millet:223.73; Lamb:289.96; Green Beans:1208.98; Cranberry:605.46; Gouda:88.11,3710.18
32d58bba-e74b-4280-a8e6-00867b6b2bc9,12,2025-12-08,155.58,Triticale:156.25; Turkey:222.22; Asparagus:2250.00; Mango:500.00; Canola Oil:93.33; Gouda:63.20,Triticale:126.03; Mango:747.77; Canola Oil:132.64; Gouda:87.06; White Beans:177.83; Okra:2638.60,3472.54
32d58bba-e74b-4280-a8e6-00867b6b2bc9,13,2025-12-09,153.14,Couscous:468.75; Black Beans:227.27; Collard Greens:1406.25; Lychee:454.55; Peanuts:145.50; Cheese:55.97,Couscous:662.32; Collard Greens:1764.27; Lychee:596.53; Sardines:130.11; Corn Oil:115.51; Cheddar:77.91,3305.81
32d58bba-e74b-4280-a8e6-00867b6b2bc9,14,2025-12-10,152.58,Freekeh:161.54; Goat:245.90; Carrot:1097.56; Watermelon:1000.00; Sesame Seeds:143.98; Ricotta:129.31,Watermelon:1172.98; Ricotta:90.26; Oats:191.21; Chickpeas:350.72; Bell Pepper:1251.66; Sunflower Oil:211.97,4089.73
32d58bba-e74b-4280-a8e6-00867b6b2bc9,15,2025-12-11,151.15,Sprouted Grain:656.25; Black Beans:227.27; Lettuce:3000.00; Guava:441.18; Chia Seeds:169.75; Condensed Milk:70.09,Sprouted Grain:515.18; Black Beans:342.20; Kale:4090.95; Dragonfruit:367.93; Poppy Seeds:101.70; Skim Milk:55.50,3642.52
32d58bba-e74b-4280-a8e6-00867b6b2bc9,16,2025-12-12,153.93,Couscous:468.75; Split Peas:254.24; Artichoke:957.45; Tangerine:566.04; Pistachios:146.80; Parmesan:52.20,Couscous:765.44; Tangerine:721.06; Pistachios:165.45; Venison:343.76; Celery:922.46; Cream:57.44,3055.31
32d58bba-e74b-4280-a8e6-00867b6b2bc9,17,2025-12-13,157.36,Granola:111.46; Duck:89.02; Pumpkin:1730.77; Apple:576.92; Cottonseed Oil:93.33; Yogurt:381.36,Granola:154.04; Pumpkin:1471.59; Cottonseed Oil:106.18; Yogurt:409.36; Chickpeas:130.49; Plum:740.13,2842.8
32d58bba-e74b-4280-a8e6-00867b6b2bc9,18,2025-12-14,157.6,Wheat:154.87; Cod:365.85; Broccoli:818.18; Starfruit:967.74; Mustard Oil:93.33; Brie:67.37,Broccoli:613.57; Mustard Oil:122.67; Brie:82.39; Buckwheat:118.00; Pinto Beans:384.76; Raspberry:692.32,3011.99
32d58bba-e74b-4280-a8e6-00867b6b2bc9,19,2025-12-15,160.05,Whole Wheat Bread:212.55; Split Peas:254.24; Bok Choy:3461.54; Banana:337.08; Grape Seed Oil:93.33; Powdered Milk:45.36,Kamut:284.57; Lamb:387.87; Cauliflower:4445.89; Watermelon:366.06; Cashews:76.82; Labneh:32.33,3765.14
32d58bba-e74b-4280-a8e6-00867b6b2bc9,20,2025-12-16,163.41,Multigrain Bread:210.00; Kidney Beans:236.22; Brussels Sprouts:1046.51; Grape:434.78; Brazil Nuts:125.19; Mozzarella:80.36,Multigrain Bread:319.22; Kidney Beans:298.37; Grape:563.21; Brazil Nuts:127.00; Pumpkin:1042.01; Brie:113.27,3051.81
32d58bba-e74b-4280-a8e6-00867b6b2bc9,21,2025-12-17,159.54,Triticale:156.25; Turkey:222.22; Zucchini:2647.06; Lychee:454.55; Avocado Oil:93.33; Gouda:63.20,Turkey:251.03; Zucchini:3693.01; Lychee:681.16; Gouda:88.60; Granola:207.33; Sesame Seeds:126.20,3431.37
32d58bba-e74b-4280-a8e6-00867b6b2bc9,22,2025-12-18,157.39,White Rice:403.85; Lamb:102.04; Broccoli:818.18; Honeydew:833.33; Peanut Oil:93.33; Gouda:63.20,Lamb:141.67; Honeydew:984.33; Gouda:78.97; Rice:505.36; Sweet Potato:525.63; Sunflower Oil:148.41,3472.92
32d58bba-e74b-4280-a8e6-00867b6b2bc9,23,2025-12-19,154.82,Buckwheat:153.06; Rabbit:173.41; Cucumber:2812.50; Banana:337.08; Flaxseed Oil:93.33; Parmesan:52.20,Banana:441.05; Flaxseed Oil:153.87; Kamut:219.41; Shrimp:111.55; Tomato:2830.83; Whey:27.44,3119.54
32d58bba-e74b-4280-a8e6-00867b6b2bc9,24,2025-12-20,154.75,Farro:154.41; Kidney Beans:236.22; Peas:555.56; Apricot:625.00; Vegetable Oil:93.33; Powdered Milk:45.36,Farro:196.18; Kidney Beans:269.38; Apricot:953.02; Powdered Milk:37.00; Chickpeas:790.81; Blended Oil:119.64,4004.68
32d58bba-e74b-4280-a8e6-00867b6b2bc9,25,2025-12-21,157.53,Wild Rice:519.80; Tofu:394.74; Radish:2812.50; Peach:769.23; Chia Seeds:169.75; Kefir:548.78,Tofu:520.61; Radish:4031.54; Hominy:819.19; Avocado:813.43; Safflower Oil:213.19; Brie:651.37,7377.16
32d58bba-e74b-4280-a8e6-00867b6b2bc9,26,2025-12-22,159.0,Barley:148.31; Venison:189.87; Zucchini:2647.06; Passion Fruit:309.28; Sesame Oil:93.33; Ice Cream:108.70,Barley:146.03; Zucchini:3367.50; Passion Fruit:428.31; Sesame Oil:77.30; Ice Cream:174.99; Kidney Beans:243.82,2860.14
32d58bba-e74b-4280-a8e6-00867b6b2bc9,27,2025-12-23,156.66,Kamut:155.79; Venison:189.87; Eggplant:1800.00; Orange:638.30; Grape Seed Oil:93.33; Milk:535.71,Kamut:245.08; Venison:272.16; Eggplant:2724.68; Grape Seed Oil:142.34; Tangerine:878.92; Feta:645.02,5364.05
32d58bba-e74b-4280-a8e6-00867b6b2bc9,28,2025-12-24,155.63,Corn:610.47; Crab:309.28; Carrot:1097.56; Pineapple:600.00; Peanut Oil:93.33; Labneh:368.85,Corn:782.57; Crab:407.34; Carrot:1504.51; Peanut Oil:102.74; Blueberry:735.89; Mozzarella:400.96,4135.4
32d58bba-e74b-4280-a8e6-00867b6b2bc9,29,2025-12-25,154.48,Wheat:154.87; Split Peas:254.24; Brussels Sprouts:1046.51; Honeydew:833.33; Rice Bran Oil:93.33; Feta:85.23,Wheat:198.49; Split Peas:309.41; Brussels Sprouts:696.41; Cantaloupe:1188.91; Corn Oil:65.42; Edam:116.99,2737.66
32d58bba-e74b-4280-a8e6-00867b6b2bc9,30,2025-12-26,159.46,Amaranth:141.51; Soybeans:67.26; Turnip:1607.14; Starfruit:967.74; Sunflower Oil:93.33; Cheddar:55.83,Amaranth:137.56; Soybeans:86.05; Starfruit:1208.16; Sunflower Oil:137.57; Cheddar:79.56; Lettuce:1980.69,3102.47
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,1,2025-11-27,81.11,Polenta:877.35; Crab:361.79; Celery:3290.06; Date:124.45; Avocado Oil:109.17; Gouda:73.93,Celery:3976.32; Date:98.71; Gouda:118.85; White Rice:817.86; Duck:405.01; Rice Bran Oil:142.95,5029.48
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,2,2025-11-28,80.58,Oats:192.70; Cod:522.37; Green Beans:2072.61; Papaya:996.14; Hazelnuts:187.57; Goat Milk:465.59,Oats:297.33; Cod:752.09; Green Beans:1316.86; Hazelnuts:183.62; Durian:1230.09; Swiss Cheese:433.73,6847.49
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,3,2025-11-29,80.16,Whole Wheat Bread:304.90; Venison:272.37; Celery:4034.44; Papaya:1000.79; Olive Oil:133.87; Goat Milk:467.76,Celery:4247.92; Papaya:752.17; Spelt:271.95; Cod:383.24; Almonds:148.24; Whey:586.22,3248.7
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,4,2025-11-30,78.8,Whole Wheat Bread:306.10; Peas:533.38; Sweet Potato:753.56; Passion Fruit:445.40; Sunflower Oil:134.40; Powdered Milk:65.33,Whole Wheat Bread:250.24; Peas:775.19; Sweet Potato:1124.61; Guava:615.37; Hemp Seeds:123.71; Swiss Cheese:72.71,3601.48
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,5,2025-12-01,81.15,Barley:215.85; White Beans:314.13; Tomato:3638.67; Date:154.84; Corn Oil:135.83; Goat Milk:474.61,White Beans:411.77; Corn Oil:162.08; Semolina:176.13; Leek:4885.84; Guava:201.00; Cheddar:550.97,7976.67
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,6,2025-12-02,78.9,Kamut:223.22; Split Peas:364.29; Artichoke:1371.89; Guava:632.15; Grape Seed Oil:133.72; Cheddar:80.00,Kamut:145.19; Guava:783.31; Cheddar:86.10; Pinto Beans:367.76; Spinach:2222.51; Soybean Oil:124.42,3505.87
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,7,2025-12-03,79.92,Muesli:218.62; Crab:450.76; Cauliflower:2623.44; Grape:633.68; Mustard Oil:136.02; Powdered Milk:66.11,Muesli:179.11; Cauliflower:3383.74; Grape:827.82; Shrimp:638.45; Corn Oil:165.86; Mozzarella:89.02,4391.56
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,8,2025-12-04,80.49,Hominy:639.00; Green Lentils:374.59; Okra:1975.09; Cranberry:944.61; Sesame Oil:135.17; Parmesan:75.61,Hominy:422.56; Peas:506.39; Cucumber:2264.71; Pineapple:1169.40; Walnuts:160.17; Cheddar:70.37,3191.14
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,9,2025-12-05,81.47,Spelt:224.28; Soybeans:97.13; Cauliflower:2599.08; Durian:294.68; Peanut Oil:134.76; Emmental:85.50,Spelt:210.70; Cauliflower:3574.29; Durian:347.69; Kidney Beans:142.39; Pistachios:142.93; Butter:82.77,3694.47
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,10,2025-12-06,82.75,Millet:199.32; Tofu:566.50; Brussels Sprouts:1501.88; Peach:1103.95; Pumpkin Seed Oil:133.93; Camembert:107.99,Millet:258.86; Tofu:420.08; Pumpkin Seed Oil:147.83; Camembert:79.16; Radish:2057.49; Kiwi:966.96,3760.33
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,11,2025-12-07,83.05,Muesli:213.44; Chicken Breast:258.72; Eggplant:2561.28; Passion Fruit:440.08; Brazil Nuts:178.14; Emmental:84.25,Emmental:105.63; Polenta:196.08; Shrimp:374.16; Leek:3207.66; Banana:363.68; Pumpkin Seed Oil:220.07,5134.85
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,12,2025-12-08,84.78,Polenta:1065.80; Turkey:315.79; Brussels Sprouts:1487.16; Durian:290.01; Pumpkin Seed Oil:132.62; Sheep Milk:296.06,Polenta:1267.39; Durian:298.50; Pumpkin Seed Oil:171.58; Pork:202.66; Parsnip:977.90; Powdered Milk:288.53,5497.71
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,13,2025-12-09,84.52,Kamut:218.69; Haddock:467.93; Sweet Potato:734.55; Kiwi:690.39; Almonds:201.07; Sheep Milk:292.46,Sweet Potato:1056.56; Kiwi:588.17; Almonds:207.37; Sheep Milk:254.37; Farro:276.62; Edamame:630.84,4440.38
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,14,2025-12-10,86.57,Oats:189.99; Tilapia:439.92; Mustard Greens:2346.22; Cantaloupe:1242.12; Canola Oil:131.38; Skim Milk:904.97,Oats:250.89; Mustard Greens:2607.66; Canola Oil:156.46; Skim Milk:932.77; Haddock:235.42; Jackfruit:1212.61,4753.47
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,15,2025-12-11,87.66,Polenta:1040.05; Lentils:358.64; Beetroot:1451.23; Grape:602.93; Peanuts:201.77; Quark:465.69,Polenta:1225.27; Beetroot:2218.54; Grape:788.41; Goat:540.66; Vegetable Oil:322.35; Cottage Cheese:489.65,6344.7
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,16,2025-12-12,87.93,Millet:191.09; Cod:503.37; Leek:1014.98; Guava:607.00; Chia Seeds:233.56; Yogurt:524.69,Millet:253.45; Cod:703.06; Leek:1405.70; Guava:781.86; Chia Seeds:277.98; Paneer:674.12,6061.09
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,17,2025-12-13,86.86,Cornbread:364.30; Egg:265.92; Cucumber:3864.19; Papaya:958.56; Safflower Oil:128.22; Milk:736.04,Egg:215.21; Cucumber:5610.91; White Rice:337.04; Blueberry:763.86; Coconut Oil:160.25; Swiss Cheese:762.16,6481.51
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,18,2025-12-14,88.34,Multigrain Bread:291.24; Lentils:358.67; Parsnip:832.12; Passion Fruit:428.93; Linseed Oil:129.43; Paneer:117.75,Paneer:175.26; Rice:388.71; Pinto Beans:344.23; Endive:1049.82; Pear:464.30; Sunflower Seeds:128.13,2653.4
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,19,2025-12-15,91.7,Barley:203.40; Haddock:457.16; Okra:1870.18; Pomegranate:495.71; Flaxseed Oil:127.99; Brie:92.39,Brie:132.27; Pearled Barley:293.67; Edamame:683.13; Cucumber:2275.55; Guava:719.32; Sunflower Seeds:132.05,3926.48
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,20,2025-12-16,92.82,Buckwheat:204.30; Black Beans:303.35; Mustard Greens:2224.56; Guava:588.85; Macadamia Oil:124.57; Emmental:79.03,Buckwheat:152.60; Mustard Greens:2495.04; Guava:872.90; Macadamia Oil:189.37; Chickpeas:443.16; Blue Cheese:81.41,4478.88
6e7d0108-9a69-4c7f-a7b2-9248bda75ce7,21,2025-12-17,94.54,Buckwheat:202.48; Egg:256.04; Radish:3720.56; Jackfruit:417.75; Pistachios:194.19; Quark:444.25,Radish:4226.33; Jackfruit:307.61; Quark:403.81; Teff:265.31; Duck:299.88; Soybean Oil:214.79,5068.95
